;;;;;;;;;REGISTRO DE INGRESOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Codigo
Cliente";Ciudad;Zona;"Nombre Comercial o 
Nombre del Cliente";CodigoVendedor;Vendedor;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sep-22;oct-22;nov-22;dic-22;Total 2022;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;Total 2023;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sep-24;oct-24;nov-24;dic-24;Total 2024;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sep-25;Total 2025;Total General
1991;La Paz;CARRETERA COPACABANA;FERRETERIA J-CHINO;16;ALBERTO MENESES;58.07;92.32;0.0;80.47;66.55;30.28;36.5;64.81;124.66;85.7;77.38;58.25;774.98;157.69;72.89;0.0;74.26;156.72;85.53;57.72;141.02;90.16;127.88;86.61;75.19;1125.66;97.87;132.29;114.36;119.7;130.65;74.73;85.55;75.82;121.63;41.14;53.08;80.94;1127.77;63.12;68.65;62.28;87.57;102.73;32.58;42.35;78.99;99.04;637.32;3665.73
2144;La Paz;CARRETERA COPACABANA;FERRETERIA EL NENE;16;ALBERTO MENESES;0.0;0.0;0.0;0.0;0.0;14.32;0.0;0.0;25.82;15.51;17.7;28.7;102.06;27.18;16.72;13.81;24.69;19.14;14.12;0.0;18.48;20.27;0.0;19.43;0.0;173.84;17.01;18.65;18.96;24.64;14.1;19.76;16.92;26.67;32.26;0.0;24.15;0.0;213.12;19.57;29.92;23.6;14.0;37.41;14.48;12.88;31.53;14.97;198.35;687.36
3122;La Paz;CARRETERA COPACABANA;FERRETERIA CHOQUE (ACHACACHI);16;ALBERTO MENESES;0.0;45.05;0.0;52.18;109.4;50.88;31.19;65.59;61.89;69.1;50.16;0.0;535.43;63.21;72.22;15.59;112.34;102.53;27.48;41.82;82.96;0.0;71.24;100.21;64.63;754.23;87.59;115.16;75.03;68.49;67.05;65.83;0.0;79.29;98.79;77.59;49.96;56.37;841.14;42.76;82.85;40.47;98.53;86.18;51.19;37.71;82.64;57.43;579.74;2710.54
2031;La Paz;CARRETERA COPACABANA;FERRETERIA ALEXANDER (C. COPACABANA);16;ALBERTO MENESES;0.0;52.85;0.0;46.54;80.79;0.0;0.0;0.0;82.42;0.0;53.84;55.21;371.65;105.08;136.45;0.0;0.0;0.0;80.45;23.49;120.29;119.67;128.19;134.16;87.85;935.62;85.12;77.56;90.0;55.46;111.07;119.92;74.96;0.0;0.0;0.0;81.74;65.46;761.28;42.34;63.47;100.79;91.28;0.0;71.4;34.65;87.38;196.3;687.61;2756.16
1567;La Paz;CARRETERA COPACABANA;FERRETERIA UNION (CARRET. COPACABANA);16;ALBERTO MENESES;281.77;423.02;340.98;286.11;538.26;427.62;265.02;608.49;485.41;265.54;0.0;316.21;4238.45;344.08;619.25;825.9;454.13;492.21;304.15;0.0;575.74;673.96;559.02;525.49;506.57;5880.51;456.93;325.65;516.66;458.74;397.64;422.11;253.24;541.22;416.66;607.85;256.68;368.76;5022.13;399.69;527.23;361.59;705.1;561.91;264.52;111.06;579.55;462.08;3972.73;19113.82
3424;La Paz;CARRETERA COPACABANA;FERRETERIA UNION;16;ALBERTO MENESES;301.04;156.28;231.48;237.97;237.08;385.27;0.0;240.61;321.52;221.04;66.12;130.32;2528.74;291.16;0.0;379.12;346.55;206.71;321.35;270.12;246.38;314.59;330.39;451.09;225.56;3383.01;436.72;254.47;361.69;338.07;0.0;281.81;183.09;0.0;483.32;304.56;150.03;0.0;2793.76;183.82;210.6;267.16;240.03;353.61;169.87;174.25;421.4;393.44;2414.18;11119.68
1999;La Paz;CARRETERA COPACABANA;FERRETERIA VITROFERR;16;ALBERTO MENESES;0.0;0.0;0.0;0.0;117.78;0.0;0.0;0.0;253.62;0.0;0.0;103.55;474.95;0.0;116.58;108.94;0.0;246.81;227.83;135.49;293.34;244.56;177.53;210.3;151.62;1912.99;174.66;143.84;0.0;247.58;202.46;183.54;169.82;278.02;275.94;89.91;111.34;212.36;2089.47;173.41;102.43;320.32;195.95;295.17;143.65;0.0;264.42;0.0;1495.34;5972.76
2479;La Paz;CARRETERA COPACABANA;FERRETERIA SERGIO;16;ALBERTO MENESES;0.0;67.28;0.0;55.27;72.16;31.6;28.23;51.23;44.98;52.04;77.71;30.47;510.97;86.0;61.32;55.23;71.33;42.52;0.0;84.33;89.11;85.57;86.48;28.67;75.95;766.52;35.45;36.97;90.33;32.07;99.03;0.0;16.06;72.32;42.42;73.38;0.0;39.79;537.83;40.11;48.45;81.87;57.44;0.0;54.44;41.04;84.08;0.0;407.43;2222.75
2000;La Paz;CARRETERA COPACABANA;FERRETERIA M Y S;16;ALBERTO MENESES;0.0;0.0;159.37;157.09;165.45;0.0;95.44;263.06;321.73;0.0;173.2;150.69;1486.04;112.4;166.72;0.0;159.67;0.0;146.37;274.55;0.0;137.6;244.34;0.0;326.62;1568.26;180.76;246.35;266.53;187.81;310.94;0.0;157.37;264.95;0.0;108.92;200.24;189.92;2113.8;130.62;0.0;0.0;226.41;185.38;0.0;122.46;142.33;280.28;1087.49;6255.59
3239;Cochabamba;CENTRAL;ZONTE BOLIVIA;22;ANDRES OZUNA;221.59;0.0;169.67;215.7;329.1;0.0;182.14;277.66;371.17;339.36;205.5;186.3;2498.2;483.69;478.06;528.41;263.05;310.64;473.4;275.36;336.89;418.23;582.49;408.42;418.99;4977.63;375.51;315.55;724.07;359.18;591.32;247.62;231.51;394.13;426.1;290.01;352.81;182.71;4490.52;349.24;428.91;201.84;253.76;450.89;244.31;179.57;391.32;290.18;2790.02;14756.36
2677;Cochabamba;CENTRAL;COMERCIAL LAS MAGNÍFICAS DE COLOR;22;ANDRES OZUNA;0.0;0.0;0.0;117.37;80.38;86.02;75.37;132.9;121.32;63.85;182.47;99.41;959.07;0.0;0.0;157.76;0.0;0.0;129.68;148.68;156.04;0.0;0.0;91.53;96.57;780.26;129.53;147.93;114.95;0.0;157.93;43.16;79.75;124.73;154.13;125.57;167.29;222.25;1467.22;98.73;129.29;173.09;125.02;156.13;83.12;0.0;98.74;200.19;1064.3;4270.85
1518;Cochabamba;CENTRAL;IRENE CHAMBI;22;ANDRES OZUNA;0.0;147.86;0.0;0.0;66.07;111.57;0.0;104.21;93.51;145.52;0.0;94.82;763.56;133.6;165.3;92.9;102.53;167.58;71.93;140.05;190.97;263.32;0.0;178.5;61.67;1568.34;0.0;118.7;220.03;163.1;112.54;0.0;61.97;158.39;85.4;113.18;68.09;81.78;1183.16;86.78;63.48;128.58;66.76;0.0;67.31;61.41;117.48;151.03;742.82;4257.88
789;Cochabamba;CENTRAL;AMAZING STORE;22;ANDRES OZUNA;108.05;79.4;0.0;63.92;112.68;0.0;52.8;214.03;0.0;149.1;0.0;96.98;876.95;211.13;204.48;0.0;0.0;259.36;199.86;114.28;293.22;249.43;243.31;255.71;165.42;2196.18;0.0;0.0;0.0;0.0;339.5;236.38;99.87;161.21;170.2;121.32;174.35;262.49;1565.32;123.29;128.65;164.43;0.0;280.44;113.15;68.92;207.17;177.56;1263.61;5902.06
3202;Cochabamba;CENTRAL;COMERCIAL UNIVERSAL HOUSE;22;ANDRES OZUNA;65.17;0.0;59.48;56.57;111.14;0.0;0.0;110.85;87.03;47.7;82.37;98.0;718.32;71.96;74.53;109.16;54.04;133.24;96.3;53.96;138.5;72.01;82.44;0.0;0.0;886.15;0.0;68.28;95.85;67.27;93.6;0.0;69.67;109.25;162.57;79.79;67.86;50.85;864.99;161.36;86.99;132.26;74.91;117.46;142.37;59.88;0.0;114.99;890.23;3359.68
1523;Cochabamba;CENTRAL;TEREZA MAYTA VARGAS;22;ANDRES OZUNA;0.0;17.59;0.0;0.0;21.14;22.94;12.27;28.52;28.26;0.0;0.0;19.31;150.02;0.0;0.0;0.0;0.0;0.0;0.0;32.71;42.03;0.0;0.0;0.0;25.84;100.58;0.0;31.23;23.46;23.14;0.0;27.33;24.05;39.02;47.62;0.0;26.64;0.0;242.48;0.0;37.75;25.46;21.36;22.45;28.78;19.89;14.59;31.46;201.74;694.82
3282;Cochabamba;CENTRAL;CARMEN ORTUSTE;22;ANDRES OZUNA;0.0;0.0;142.09;178.69;261.9;168.74;100.14;226.63;0.0;0.0;188.52;101.17;1367.89;0.0;299.14;321.12;218.33;547.42;239.21;200.07;0.0;294.17;249.22;335.74;230.85;2935.26;268.59;222.82;361.37;0.0;276.93;167.85;204.06;243.96;330.55;182.26;257.99;134.86;2651.24;205.89;395.91;230.04;170.84;302.93;101.82;86.54;305.97;225.55;2025.48;8979.87
2679;Cochabamba;CENTRAL;COMERCIAL MULTICOLOR;22;ANDRES OZUNA;164.8;294.42;185.53;281.99;359.01;235.91;256.56;354.95;310.22;181.63;0.0;216.71;2841.72;292.76;136.83;338.23;351.79;350.51;338.04;306.06;392.24;391.87;367.67;0.0;244.23;3510.23;334.52;380.85;285.65;380.45;302.59;344.82;182.39;248.12;449.31;293.5;365.36;207.47;3775.02;164.72;327.05;400.05;0.0;344.23;0.0;135.65;295.59;382.79;2050.07;12177.03
2676;Cochabamba;CENTRAL;COMERCIAL SAN MIGUEL;22;ANDRES OZUNA;120.31;331.69;243.85;152.84;193.1;255.81;0.0;240.07;296.28;387.41;226.74;210.09;2658.19;394.46;0.0;256.62;285.07;480.42;215.7;0.0;308.15;447.17;346.5;281.03;304.28;3319.4;197.88;357.13;0.0;324.62;248.12;232.22;308.85;415.96;254.73;348.58;273.01;207.47;3168.57;190.2;241.12;374.11;0.0;181.29;242.24;184.23;438.99;362.88;2215.06;11361.22
3225;Cochabamba;CENTRAL;FERRETERIA TIN TIN;22;ANDRES OZUNA;70.81;83.03;65.46;86.16;124.67;36.1;94.44;82.79;94.04;102.93;61.01;99.22;1000.66;177.56;67.03;74.03;178.05;68.84;139.03;105.1;136.04;86.61;132.67;115.83;113.83;1394.62;147.96;0.0;87.45;0.0;110.46;173.19;115.86;128.18;158.99;199.13;89.4;139.66;1350.28;39.45;78.25;105.69;122.06;99.74;50.56;64.58;126.49;82.88;769.69;4515.25
1520;Cochabamba;CENTRAL;GREGORIO ESPINOZA PURO;22;ANDRES OZUNA;72.09;0.0;0.0;132.57;105.51;91.21;166.56;250.77;205.18;106.79;0.0;0.0;1130.67;227.57;0.0;0.0;0.0;219.5;224.26;150.77;0.0;0.0;128.11;80.58;189.48;1220.27;156.66;0.0;154.89;174.3;0.0;210.28;41.46;177.12;267.5;212.04;147.18;192.22;1733.66;0.0;0.0;187.4;0.0;204.21;134.21;30.94;153.8;161.43;871.99;4956.6
2709;Cochabamba;CENTRAL;COMERCIAL NICOLOR;22;ANDRES OZUNA;166.46;121.88;188.37;215.19;271.29;195.18;0.0;0.0;0.0;194.57;190.85;271.78;1815.56;186.97;180.39;286.23;148.04;263.44;213.47;150.59;276.88;451.75;176.92;189.21;232.97;2756.85;169.5;210.37;143.64;260.79;238.79;156.44;190.04;173.91;320.43;290.29;257.76;285.3;2697.24;346.88;144.54;201.98;252.2;290.44;128.99;0.0;0.0;243.61;1608.63;8878.29
2710;Cochabamba;CENTRAL;COMERCIAL ADRICOLOR;22;ANDRES OZUNA;0.0;0.0;136.78;136.13;0.0;119.79;199.95;0.0;215.0;0.0;212.61;132.45;1152.69;444.66;0.0;329.58;214.32;379.65;185.14;229.24;396.64;196.19;597.2;402.99;335.55;3711.18;304.24;276.26;404.57;165.68;297.78;201.31;384.65;303.96;450.43;358.82;245.72;270.67;3664.09;250.33;191.55;264.82;0.0;0.0;97.54;172.32;435.02;0.0;1411.58;9939.54
2711;Cochabamba;CENTRAL;COMERCIAL VICTORIA (CENTRAL);22;ANDRES OZUNA;29.27;70.35;140.18;145.8;225.94;121.42;122.09;189.82;106.88;199.99;0.0;0.0;1351.74;0.0;89.5;0.0;172.14;109.76;0.0;153.99;50.26;256.2;191.94;120.11;0.0;1143.89;113.61;215.91;210.23;137.42;174.85;90.77;82.49;146.84;301.5;130.03;88.05;71.87;1763.55;136.38;188.91;121.56;83.15;0.0;88.94;98.45;133.66;170.52;1021.57;5280.75
2635;Oruro;CENTRO ORURO;COMERCIAL AR-CEL;16;ALBERTO MENESES;100.67;264.41;283.22;264.34;192.06;247.68;129.44;302.03;151.86;159.43;128.81;149.14;2373.08;302.64;164.14;335.22;291.48;235.32;216.96;142.19;359.7;342.36;268.85;0.0;200.29;2859.16;307.77;277.37;361.86;157.49;350.81;304.07;342.66;291.73;419.19;193.23;311.72;202.07;3519.98;228.8;183.06;356.11;179.89;463.67;98.93;155.04;188.45;230.34;2084.29;10836.52
2638;Oruro;CENTRO ORURO;COMERCIAL FERRE GRIF;16;ALBERTO MENESES;128.0;149.84;163.82;257.85;334.19;0.0;165.82;221.52;96.49;255.98;239.78;142.07;2155.36;414.27;269.94;399.75;0.0;247.84;259.65;169.46;409.9;460.81;211.37;180.08;313.86;3336.92;185.57;267.0;345.16;249.12;134.5;216.56;154.58;293.16;378.42;296.63;195.64;352.67;3069.01;201.84;254.45;194.8;100.86;138.91;96.98;205.54;269.18;297.78;1760.34;10321.62
2537;Oruro;CENTRO ORURO;FERROSUR;16;ALBERTO MENESES;82.28;113.62;202.83;79.86;134.18;73.69;64.34;141.62;105.56;95.52;84.22;157.57;1335.27;110.95;230.04;227.77;176.76;0.0;170.79;107.86;182.41;231.36;151.3;200.09;81.31;1870.66;182.81;167.05;171.0;265.52;265.56;174.31;147.77;140.42;178.14;133.98;102.9;216.09;2145.55;0.0;165.64;157.55;126.42;281.33;102.22;145.78;153.09;164.64;1296.67;6648.15
2643;Oruro;CENTRO ORURO;COMERCIAL DELIA CONDORI;16;ALBERTO MENESES;151.52;309.1;257.56;205.34;175.25;246.05;294.59;351.57;263.91;366.34;552.28;266.34;3439.84;647.19;262.06;456.2;400.85;524.92;328.28;413.41;432.98;431.6;410.07;246.87;389.64;4944.08;243.36;0.0;192.23;234.59;214.86;200.39;261.08;722.76;250.69;440.99;349.13;265.49;3375.57;309.04;248.54;167.07;366.3;434.26;251.63;243.46;526.75;416.75;2963.8;14723.29
2286;Oruro;CENTRO ORURO;COMERCIAL CASAIM SANICENTER;16;ALBERTO MENESES;0.0;0.0;0.0;0.0;17.3;12.45;15.3;16.42;32.16;15.39;23.51;0.0;132.53;25.26;0.0;25.16;28.72;35.94;14.03;28.01;31.08;37.94;44.43;21.12;0.0;291.69;0.0;21.03;0.0;24.22;25.76;21.2;17.07;27.27;38.59;19.09;14.54;30.65;239.43;24.31;36.91;18.29;35.79;14.24;19.44;12.07;38.24;24.11;223.41;887.06
2289;Oruro;CENTRO ORURO;FERRETERIA LORENZO;16;ALBERTO MENESES;37.44;40.12;76.74;32.29;30.96;0.0;58.03;57.54;69.8;94.02;49.31;70.48;616.72;65.26;0.0;77.29;70.11;68.17;112.93;0.0;73.59;132.54;111.04;94.78;74.1;879.81;55.63;93.86;99.45;64.94;136.99;59.07;50.47;86.39;59.49;51.59;86.63;63.94;908.46;60.1;47.05;51.73;37.39;89.85;0.0;44.69;91.14;63.44;485.39;2890.39
2642;Oruro;CENTRO ORURO;COMERCIAL ROBLES;16;ALBERTO MENESES;35.87;38.9;22.08;27.77;0.0;38.71;0.0;0.0;0.0;29.73;23.22;18.65;234.94;38.59;37.9;43.78;48.86;34.49;0.0;27.25;0.0;27.93;26.35;29.84;26.9;341.88;25.4;40.19;0.0;19.23;42.21;0.0;42.58;0.0;91.88;38.27;40.92;26.7;367.38;0.0;47.41;26.0;26.41;33.57;12.31;10.1;41.05;25.67;222.51;1166.71
2639;Oruro;CENTRO ORURO;FERRETERIA OCCIDENTE (CENTRO ORURO);16;ALBERTO MENESES;94.3;79.93;30.87;88.68;119.46;86.56;129.17;101.84;0.0;52.55;80.71;45.24;909.31;92.62;64.26;138.39;77.68;122.87;95.91;78.9;107.47;142.95;105.53;110.76;174.87;1312.2;101.98;129.44;0.0;101.75;90.94;83.51;74.28;140.64;127.0;114.72;36.63;42.26;1043.16;112.81;130.58;95.11;84.32;71.32;96.94;52.62;107.51;0.0;751.19;4015.87
2637;Oruro;CENTRO ORURO;FERRETERIA CORIA;16;ALBERTO MENESES;353.07;354.98;437.83;451.47;515.97;0.0;388.18;620.33;365.81;499.62;239.41;324.95;4551.61;579.24;561.92;382.62;352.3;667.07;342.16;251.22;376.84;723.01;791.34;372.36;319.66;5719.74;615.17;521.26;569.0;528.23;553.27;449.03;287.11;507.98;728.37;341.66;421.24;468.29;5990.62;467.9;270.5;368.21;342.06;607.14;383.93;334.49;446.41;466.39;3687.01;19948.98
2290;Oruro;CENTRO ORURO;FERRETERIA UNIVERSO (ORURO);16;ALBERTO MENESES;84.64;0.0;112.16;0.0;170.23;94.48;123.77;0.0;173.13;159.73;112.22;83.48;1113.84;0.0;0.0;205.4;94.79;139.01;122.95;165.65;161.58;148.08;211.71;68.08;69.2;1386.45;119.54;211.25;221.54;184.95;137.97;153.86;61.7;178.88;146.76;143.13;97.31;119.37;1776.27;137.3;157.23;144.55;0.0;27.68;154.71;126.32;193.1;0.0;940.89;5217.44
2362;Oruro;CENTRO ORURO;COMERCIAL CALLEJAS;16;ALBERTO MENESES;47.3;0.0;83.91;114.1;124.42;70.48;106.87;123.76;104.54;108.35;128.87;60.11;1072.71;124.37;0.0;227.74;248.85;62.94;106.87;81.28;230.87;0.0;195.51;64.35;72.49;1415.27;87.76;88.99;117.94;157.07;194.28;160.06;95.44;0.0;168.22;139.65;158.4;138.58;1506.4;112.38;95.85;140.21;150.31;134.46;143.32;40.57;0.0;156.07;973.18;4967.55
2641;Oruro;CENTRO ORURO;COMERCIAL ARCO IRIS (CENTRO-ORURO);16;ALBERTO MENESES;157.7;0.0;53.94;206.92;198.74;157.9;168.69;181.49;268.87;222.65;167.98;186.54;1971.41;138.91;209.76;194.83;135.05;380.82;0.0;254.41;374.22;239.2;273.39;299.86;287.05;2787.5;168.77;185.96;250.35;161.42;230.12;177.58;186.13;372.4;454.14;0.0;258.98;150.72;2596.58;242.04;237.67;230.19;193.34;174.62;195.93;99.19;313.32;267.42;1953.71;9309.19
2369;Oruro;CENTRO ORURO;COMERCIAL FERROMET;16;ALBERTO MENESES;0.0;106.92;141.2;98.87;98.21;106.98;45.89;148.98;145.26;173.48;94.85;0.0;1160.64;0.0;178.42;172.16;166.72;117.72;85.72;0.0;151.97;181.05;52.95;126.57;163.1;1396.38;0.0;98.29;200.71;185.74;128.95;75.52;80.18;126.32;243.57;0.0;129.64;238.69;1507.6;144.59;211.38;122.73;0.0;115.7;48.45;87.98;204.96;202.33;1138.12;5202.74
2301;Oruro;CENTRO ORURO;FERRETERIA UGARTE (ORURO);16;ALBERTO MENESES;114.8;100.66;0.0;71.0;109.43;106.21;119.8;152.94;98.17;144.64;0.0;55.77;1073.4;237.76;191.53;114.42;283.71;254.95;182.65;204.4;294.65;154.73;177.7;185.69;128.55;2410.74;144.55;117.01;152.79;229.56;208.57;111.32;149.87;207.1;312.59;212.25;191.0;114.91;2151.52;110.61;69.24;154.06;178.23;167.5;129.05;69.24;205.4;160.46;1243.8;6879.45
2284;Oruro;CENTRO ORURO;COMERCIAL MARTA TORRES;16;ALBERTO MENESES;211.22;0.0;0.0;239.9;0.0;0.0;147.75;310.59;437.09;383.34;144.5;176.94;2051.31;0.0;128.58;0.0;274.6;0.0;260.65;316.73;442.85;337.05;327.56;267.88;213.7;2569.6;414.61;413.24;485.33;203.93;411.42;249.28;150.08;419.08;0.0;0.0;294.32;218.88;3260.17;361.44;308.86;218.26;148.82;259.8;219.74;176.65;322.78;415.24;2431.58;10312.66
2539;Oruro;CENTRO ORURO;COMERCIAL BELEN (CENTRO ORURO);16;ALBERTO MENESES;97.38;170.37;0.0;0.0;178.06;225.24;91.6;270.24;159.76;183.4;82.1;191.68;1649.84;212.38;191.31;175.0;0.0;0.0;137.01;219.51;353.43;129.02;140.27;267.72;229.69;2055.32;274.71;177.63;217.9;156.06;132.4;174.15;125.7;447.74;167.63;174.21;172.21;222.38;2442.7;0.0;142.11;277.54;232.43;188.49;102.02;168.95;135.09;214.88;1461.51;7609.37
2636;Oruro;CENTRO ORURO;COMERCIAL DAMIANA;16;ALBERTO MENESES;0.0;0.0;222.58;299.09;181.58;0.0;0.0;324.21;278.71;0.0;235.95;157.2;1699.32;0.0;0.0;224.11;423.78;0.0;148.69;222.36;0.0;213.8;358.01;447.09;236.93;2274.77;316.92;246.8;363.86;386.08;297.71;374.08;209.27;137.28;311.77;326.92;395.78;144.51;3510.97;0.0;281.0;212.64;282.75;0.0;151.43;162.06;334.99;425.53;1850.4;9335.45
2300;Oruro;CENTRO ORURO;COMERCIAL AJSMC;16;ALBERTO MENESES;125.38;125.59;0.0;147.58;117.88;0.0;96.68;107.81;217.9;114.18;0.0;110.46;1163.45;132.87;0.0;95.12;0.0;143.14;78.22;0.0;162.41;165.86;91.57;118.4;211.0;1198.6;191.19;109.94;175.8;78.84;179.78;120.92;126.59;164.52;173.08;72.82;115.66;110.87;1620.01;143.14;84.32;163.37;86.65;99.83;86.32;86.03;109.26;95.54;954.46;4936.52
2367;Oruro;CENTRO ORURO;COMERCIAL VIKI;16;ALBERTO MENESES;0.0;233.89;252.92;249.24;243.56;0.0;120.2;318.37;0.0;330.8;215.71;0.0;1964.7;401.68;0.0;204.44;371.3;509.41;0.0;191.07;0.0;417.9;350.75;268.79;145.42;2860.75;259.06;176.21;0.0;335.34;504.64;329.34;169.47;298.66;449.52;269.74;249.96;259.3;3301.24;352.36;399.07;0.0;256.2;125.3;292.0;101.99;448.45;328.98;2304.34;10431.03
2640;Oruro;CENTRO ORURO;COMERCIAL BUENOS AIRES;16;ALBERTO MENESES;138.97;261.84;239.01;114.0;240.02;221.36;0.0;216.2;0.0;216.65;215.82;203.64;2067.5;257.49;301.12;267.66;277.78;0.0;268.48;246.25;359.36;391.64;308.7;324.02;235.9;3238.4;238.21;0.0;223.69;175.89;304.69;263.13;0.0;178.89;432.0;452.64;305.77;187.88;2762.77;0.0;182.84;118.61;0.0;168.18;160.23;169.69;263.41;151.29;1214.25;9282.93
2360;Oruro;CENTRO ORURO;COMERCIAL CARLA ROBLES;16;ALBERTO MENESES;0.0;0.0;0.0;23.7;42.59;42.58;0.0;68.36;0.0;0.0;20.3;0.0;197.54;33.39;49.49;0.0;43.44;0.0;62.36;0.0;91.21;52.2;63.29;67.9;52.38;515.65;32.49;0.0;40.86;0.0;26.76;39.52;23.05;58.64;39.46;0.0;40.39;41.17;342.33;0.0;0.0;20.86;24.6;42.7;36.28;0.0;46.65;49.26;220.34;1275.86
2365;Oruro;CENTRO ORURO;COMERCIAL JIAL;16;ALBERTO MENESES;0.0;0.0;95.19;94.47;108.56;49.18;93.42;149.7;141.67;104.47;93.51;106.77;1036.94;187.95;138.31;87.36;149.24;149.71;203.38;115.05;112.46;103.91;163.59;77.42;177.81;1666.19;183.2;160.69;140.24;131.63;49.04;105.02;113.3;307.28;139.67;85.41;107.07;125.33;1647.9;164.21;162.04;78.82;0.0;125.68;214.82;92.36;96.18;131.49;1065.6;5416.63
2536;Oruro;CENTRO ORURO;FERRETERIA OCCIDENTE;16;ALBERTO MENESES;0.0;0.0;228.15;0.0;0.0;200.83;0.0;314.0;374.87;205.27;267.95;223.8;1814.86;415.12;0.0;293.58;0.0;383.02;262.51;293.26;166.62;379.87;466.83;216.04;343.96;3220.8;352.24;415.71;549.02;0.0;0.0;252.03;262.21;128.74;182.29;228.05;335.66;254.61;2960.56;289.54;375.33;396.96;231.31;455.54;271.71;73.99;394.01;431.34;2919.71;10915.93
2364;Oruro;CENTRO ORURO;COMERCIAL RAMA PLAS;16;ALBERTO MENESES;0.0;0.0;318.62;277.15;313.44;0.0;186.1;182.2;243.62;0.0;268.07;194.06;1983.25;0.0;494.77;481.02;0.0;480.49;0.0;343.48;391.07;297.03;264.66;354.9;291.92;3399.35;0.0;280.04;280.04;268.92;488.69;176.92;0.0;233.92;0.0;206.64;358.74;0.0;2293.9;334.36;244.89;204.01;305.05;255.13;152.77;214.07;94.83;558.97;2364.08;10040.58
2540;Oruro;CENTRO ORURO;FERRETERIA MEDEYIM;16;ALBERTO MENESES;252.8;0.0;138.86;117.01;0.0;109.18;59.12;206.56;140.25;140.5;186.45;66.68;1417.41;129.36;182.98;155.88;210.45;154.61;203.1;179.29;290.7;258.63;262.8;73.89;255.13;2356.84;197.16;138.18;233.84;149.35;177.22;194.75;68.29;170.69;135.84;139.13;154.9;142.48;1901.82;168.84;128.53;210.24;161.51;152.93;0.0;165.37;181.39;231.5;1400.31;7076.39
739;La Paz;CHASQUIPAMPA;FERRETERIA CHASQUIPAMPA;16;ALBERTO MENESES;126.06;0.0;248.61;0.0;159.02;141.72;167.02;0.0;0.0;0.0;0.0;135.55;977.97;274.12;285.32;261.39;0.0;0.0;224.05;0.0;205.14;0.0;0.0;0.0;242.43;1492.45;236.97;177.67;183.99;153.25;0.0;98.44;134.03;0.0;244.4;212.67;252.18;317.7;2011.29;143.92;179.04;177.35;182.09;95.77;210.82;134.94;202.38;155.5;1481.81;5963.52
3347;La Paz;CHASQUIPAMPA;FERRETERIA ECONOMICO (CHASQUIPAMPA);16;ALBERTO MENESES;109.84;663.96;853.69;380.8;374.65;444.66;307.66;263.93;917.1;453.52;452.0;462.68;5684.48;583.16;494.48;468.79;328.37;802.65;350.71;273.26;783.11;678.14;825.42;371.15;536.46;6495.71;482.66;620.76;712.94;508.47;847.67;415.19;388.75;605.06;1255.14;624.05;425.04;414.24;7299.97;0.0;590.87;560.98;481.64;0.0;554.34;358.7;255.15;674.25;3475.93;22956.08
615;La Paz;CHASQUIPAMPA;IMPORTADORA Y DISTRIBUIDORA COSTANERA;16;ALBERTO MENESES;0.0;0.0;0.0;0.0;0.0;0.0;91.16;0.0;0.0;188.33;160.33;0.0;439.83;0.0;272.13;145.16;237.54;411.6;0.0;197.97;188.73;220.82;151.01;0.0;130.5;1955.45;0.0;203.7;163.61;177.27;0.0;110.63;172.25;278.0;383.83;194.58;0.0;223.28;1907.15;237.17;235.81;197.96;166.46;117.88;0.0;143.44;206.75;219.96;1525.42;5827.84
1993;La Paz;CHASQUIPAMPA;FERRETERIA ECOATOMATIONS;16;ALBERTO MENESES;0.0;191.19;0.0;123.93;100.28;220.66;126.33;0.0;373.19;0.0;117.84;0.0;1253.42;243.35;233.42;313.64;0.0;0.0;0.0;0.0;249.5;0.0;298.1;243.53;0.0;1581.54;0.0;186.04;243.46;0.0;246.58;271.85;246.86;278.34;338.51;295.52;209.07;199.13;2515.35;126.33;221.59;215.75;99.84;214.14;150.12;127.57;237.5;326.98;1719.82;7070.12
1923;La Paz;CHASQUIPAMPA;FERRETERIA DIAZ;16;ALBERTO MENESES;3.29;0.0;4.65;9.49;0.0;9.1;3.43;5.28;8.98;4.92;0.0;6.58;55.72;5.82;7.2;0.0;18.23;11.28;10.13;6.16;9.69;0.0;12.34;7.43;8.12;96.4;6.68;7.48;11.97;7.71;0.0;7.97;6.55;9.91;16.18;9.46;8.98;4.14;97.02;7.66;0.0;0.0;9.17;9.57;5.12;8.29;7.58;7.1;54.5;303.65
1994;La Paz;CHASQUIPAMPA;FERRETERIA CONDOR;16;ALBERTO MENESES;0.0;151.84;122.51;0.0;0.0;90.47;0.0;0.0;214.36;0.0;0.0;99.86;679.03;243.87;0.0;0.0;388.5;351.94;266.93;0.0;312.72;194.63;346.58;350.73;0.0;2455.89;132.17;264.85;171.74;213.87;272.1;0.0;141.08;284.55;230.41;103.87;136.21;166.53;2117.39;101.22;210.23;115.34;216.52;50.31;73.18;188.18;0.0;205.7;1160.68;6413.0
